countryCode,stateProvince,decimalLatitude,decimalLongitude,year
US,Connecticut,41.710777,-72.105919,2018
US,Connecticut,41.766986,-72.014618,2018
US,Connecticut,41.733567,-72.088743,2018
US,Connecticut,41.675223,-72.054621,2018
US,Arizona,32.589135,-110.924263,2018
US,California,38.430394,-122.585772,2017
US,California,38.556722,-122.528137,2017
US,California,38.42106,-122.54547,2017
US,California,38.569304,-122.556504,2017
US,California,38.529796,-122.416927,2017
US,California,38.482848,-122.504261,2017
US,California,38.419032,-122.415549,2017
US,California,38.56355,-122.49629,2016
US,California,38.527106,-122.531986,2017
US,California,38.440742,-122.579132,2017
US,California,38.510943,-122.466914,2017
US,California,38.40662,-122.525136,2017
US,California,38.510981,-122.456325,2017
US,California,38.420735,-122.564297,2017
US,California,38.479063,-122.592619,2017
US,California,38.496874,-122.544697,2017
US,California,38.465455,-122.451189,2017
US,California,38.42698,-122.437245,2017
US,California,38.573806,-122.561685,2017
US,California,38.539167,-122.476677,2017
US,California,38.593228,-122.558907,2017
US,California,38.45913,-122.548005,2016
US,California,38.511195,-122.545864,2016
US,California,38.54148,-122.460742,2017
US,California,38.475747,-122.446282,2017
US,California,38.459383,-122.540122,2017
US,California,38.519784,-122.462395,2017
US,California,38.400776,-122.481912,2017
US,California,38.529687,-122.584838,2016
US,California,38.422398,-122.514496,2017
US,California,38.577773,-122.42288,2017
US,California,38.500984,-122.505691,2016
US,California,38.598159,-122.535405,2016
US,California,38.527977,-122.533491,2016
US,California,38.539111,-122.525654,2017
US,Connecticut,41.663015,-72.8086,2018
US,Texas,34.115034,-99.266968,2018
US,Texas,34.087742,-99.266968,2018
US,Texas,34.09684,-99.272461,2018
US,Texas,34.068809,-99.278558,2018
US,Texas,34.074093,-99.228516,2018
US,Texas,34.092291,-99.255981,2018
US,Texas,34.087742,-99.283447,2018
US,Texas,34.087742,-99.277954,2018
US,Texas,32.988173,-96.871884,2018
US,Texas,32.990626,-96.87036,2018
US,Texas,32.991457,-96.870311,2018
US,Texas,32.988178,-96.871921,2018
US,Texas,32.991543,-96.870282,2018
US,Texas,32.987488,-96.874595,2018
US,Connecticut,41.594024,-73.420637,2017
US,Connecticut,41.898771,-72.907117,2018
US,Connecticut,41.308573,-73.04161,2018
US,Connecticut,41.393329,-73.019723,2018
US,Connecticut,41.322487,-73.080562,2018
US,Texas,32.309313,-96.4143,2018
US,California,32.734288,-116.758508,2018
MX,Aguascalientes,21.878086,-102.241462,2016
MX,Morelos,19.083648,-99.352297,2018
US,Vermont,44.062795,-72.564071,2018
US,California,38.047137,-122.769478,2018
US,California,38.047137,-122.769478,2018
US,California,38.047137,-122.769478,2018
US,California,38.047137,-122.769478,2018
US,California,38.047137,-122.769478,2018
US,California,38.047137,-122.769478,2018
US,Texas,32.741499,-97.653366,2018
US,California,37.047717,-121.425705,2018
US,California,32.913849,-116.885095,2018
US,Massachusetts,42.529597,-72.300938,2018
US,Texas,30.574675,-100.643614,2016
US,Connecticut,41.60314,-72.173454,2018
US,California,32.847736,-117.234122,2018
US,Connecticut,41.961955,-72.807306,2018
US,California,34.674256,-120.041725,2018
US,Connecticut,41.703248,-73.17306,2018
US,Alabama,32.439811,-85.63818,2018
CA,Nova Scotia,45.47214,-64.76877,2010
MX,Zacatecas,22.381857,-101.400205,2017
US,Texas,26.119024,-97.461605,2015
US,California,33.365628,-116.417459,2018
MX,Sonora,31.316667,-109.266667,2018
MX,Sonora,31.316667,-109.266667,2018
MX,Sonora,31.330873,-109.256403,2018
US,California,38.045442,-122.747904,2018
US,California,38.045442,-122.747904,2018
MX,Chihuahua,26.698132,-106.513507,2014
MX,Sonora,31.931072,-113.017763,2018
US,Connecticut,41.424274,-73.392378,2018
US,Connecticut,41.235952,-72.673785,2018
US,Minnesota,47.221472,-92.704496,2018
US,California,36.517289,-121.13523,2018
US,California,32.862332,-117.198033,2018
US,California,39.526772,-120.29042,2018
US,Connecticut,41.272657,-73.256661,2018
US,Utah,41.454021,-113.485793,2017
US,Connecticut,41.375343,-72.562479,2018
MX,Distrito Federal,19.113361,-99.182952,2018
US,California,37.762809,-121.705691,2018
US,Texas,32.584183,-95.146186,2018
US,Texas,33.055051,-96.673504,2018
US,Texas,26.193572,-98.348169,2018
CA,British Columbia,49.324715,-122.880662,2018
US,Texas,33.048248,-96.72703,2018
US,California,34.747213,-120.53508,2018
US,Connecticut,41.968756,-72.617608,2018
US,California,37.49822,-119.861015,2018
MX,Distrito Federal,19.143856,-99.005045,2017
US,California,32.785886,-116.645422,2018
CA,Alberta,51.068255,-114.140793,2018
MX,Aguascalientes,21.821998,-102.244928,2016
US,California,34.237814,-118.23023,2017
US,California,37.08005,-122.059779,2018
US,California,37.205167,-121.818763,2018
US,Texas,29.711827,-97.899531,2014
US,Connecticut,41.365396,-72.450257,2018
US,California,38.083986,-122.912529,2015
US,Connecticut,41.777031,-72.450818,2018
US,Texas,33.063402,-96.96601,2018
US,Texas,30.273013,-98.5698,2015
US,Massachusetts,42.611202,-71.574515,2011
US,Connecticut,41.356827,-72.00317,2018
US,Connecticut,41.797594,-72.40901,2018
US,North Carolina,35.235454,-80.515451,2017
US,North Carolina,35.236085,-80.51528,2017
MX,Morelos,19.094886,-99.257905,2018
US,Massachusetts,42.330556,-72.522453,2017
US,Arizona,32.279848,-111.026612,2018
US,Arizona,32.258054,-111.022687,2018
US,Arizona,32.27979,-111.026309,2018
US,California,35.027836,-120.469072,2014
US,California,33.177318,-115.615372,2016
US,Texas,32.624149,-96.981536,2018
US,Texas,30.565174,-103.884737,2018
US,California,33.683826,-117.457871,2014
US,California,36.996363,-121.868033,2018
US,California,34.41421,-119.872593,2015
US,California,34.475107,-120.068121,2018
US,Connecticut,41.906719,-72.826954,2018
US,Texas,28.733847,-97.665162,2018
US,Illinois,37.510355,-88.688396,2018
MX,Sonora,29.385765,-110.463495,2016
US,Texas,28.280385,-96.806073,2010
US,Texas,28.253435,-96.829205,2006
US,Texas,28.275207,-96.827316,2015
US,California,37.396869,-121.802276,2018
MX,Distrito Federal,19.09877,-99.181384,2018
US,Texas,30.494244,-96.278276,2017
US,California,32.543168,-117.109149,2018
US,California,37.214226,-122.025822,2018
US,Minnesota,47.67353,-91.835082,2018
US,Connecticut,41.620984,-73.160597,2018
MX,Zacatecas,22.225961,-101.47645,2017
MX,Zacatecas,22.287816,-101.490017,2017
MX,Zacatecas,22.201398,-101.507156,2017
US,California,36.443456,-121.749939,2018
US,Virginia,39.022555,-78.018771,2017
US,Maine,44.819511,-69.80895,2016
MX,Nuevo León,25.775685,-98.765373,2018
US,Wyoming,41.296777,-105.48844,2018
US,Texas,32.607289,-96.990869,2018
US,Texas,32.607289,-96.990869,2018
MX,Distrito Federal,19.05137,-99.14948,2017
MX,Zacatecas,22.598956,-102.018743,2017
US,Vermont,44.446974,-73.123605,2018
US,Connecticut,41.207127,-73.276513,2018
MX,Coahuila,25.02916,-100.907611,2018
US,Connecticut,41.3092,-73.180823,2017
US,Connecticut,41.295159,-73.078716,2017
US,Connecticut,41.370438,-73.349665,2017
US,Connecticut,41.365488,-73.081498,2018
US,Connecticut,41.283604,-73.254629,2017
US,Connecticut,41.341017,-73.000545,2017
US,Connecticut,41.34582,-73.04115,2017
US,Connecticut,41.267367,-73.200769,2017
US,Connecticut,41.37699,-73.277973,2017
US,Connecticut,41.38031,-73.090468,2017
US,Connecticut,41.784531,-72.285253,2018
US,Connecticut,41.672326,-72.357069,2018
US,Connecticut,41.714742,-72.237821,2018
US,California,34.327079,-118.005766,2018
US,Connecticut,41.860179,-72.94728,2018
US,Connecticut,41.97409,-72.895759,2018
US,Texas,30.358697,-97.956025,2017
US,California,33.332076,-116.90802,2018
US,California,34.08817,-116.91365,2018
US,California,38.075,-122.86972,2010
US,California,37.748055,-119.588608,2017
US,Connecticut,41.753865,-72.415014,2018
US,Connecticut,41.763665,-72.570209,2018
US,Connecticut,41.739052,-73.194658,2018
US,California,34.140285,-118.167294,2018
US,California,34.13434,-118.287314,2014
US,Connecticut,41.28792,-73.254899,2018
US,California,37.11865,-122.308402,2014
US,Texas,30.506153,-97.212803,2018
US,California,37.772625,-119.553211,2007
US,Pennsylvania,40.498107,-76.60043,2018
CA,British Columbia,49.176588,-118.53639,2018
US,Texas,33.063877,-96.93674,2018
US,California,36.330367,-119.166647,2018
US,California,38.306286,-123.013208,2018
MX,Jalisco,19.775839,-103.996722,2007
US,Arizona,33.632573,-111.739537,2018
US,Connecticut,41.597334,-72.038758,2018
US,California,38.042054,-122.799476,2018
MX,Morelos,19.034651,-99.051226,2012
US,Connecticut,41.961629,-72.570571,2018
US,Nevada,39.140374,-119.833094,2018
US,California,37.868004,-122.546079,2018
US,California,36.960818,-122.083366,2012
US,California,36.960832,-122.083383,2012
US,California,37.04942,-121.241349,2017
US,California,36.483766,-121.837167,2018
US,Connecticut,42.073942,-72.844388,2018
US,California,38.044119,-122.748854,2018
US,California,37.045102,-121.236792,2014
US,California,38.508038,-122.869493,2018
US,Massachusetts,42.611202,-71.574515,2017
US,Utah,38.685873,-109.535062,2018
